Device,Vendor,OS,Model,"OS Version","Local AS",NeighborIP,State,NeighborName,"Remote AS",VRF,Route-Distinguisher,PW?,Description,"Address Family","Max Prefixes","Max Prefix Action"
atvieso1rtr001,Cisco,XE,ISR4351/K9,16.6.5,64800,10.0.0.1,TCP-ESTAB,sesthcc4gpr001,64800,default,,Yes,"%% sesthcc1gpr001 via VPLS",N/A,N/A,N/A
atvieso1rtr001,Cisco,XE,ISR4351/K9,16.6.5,64800,10.0.4.2,TCP-ESTAB,sesthcc3gpr001,64800,default,,Yes,"%% sesthcc3gpr001 via DMVPN",N/A,N/A,N/A
aubneao3rtr001,Cisco,XE,C1111-8PWZ,16.6.5,64875,10.0.240.1,shutdown,10.0.240.1,64875,default,,Yes,"%% ausydcc1gpr101 via VPLS",N/A,N/A,N/A
aubneao3rtr001,Cisco,XE,C1111-8PWZ,16.6.5,64875,10.0.244.2,TCP-ESTAB,10.0.244.2,64875,default,,Yes,"%% ausydcc1gpr201 via DMVPN",N/A,N/A,N/A
aubneao3rtr001,Cisco,XE,C1111-8PWZ,16.6.5,64875,10.0.240.2,shutdown,ausydcc1gpr201,64875,default,,Yes,"%% ausydcc1gpr201 via VPLS",N/A,N/A,N/A
aubneao3rtr001,Cisco,XE,C1111-8PWZ,16.6.5,64875,10.0.244.1,TCP-ESTAB,10.0.244.1,64875,default,,Yes,"%% ausydcc1gpr101 via DMVPN",N/A,N/A,N/A
aumelao1rtr001,Cisco,XE,C1111-8PWZ,16.6.4,64875,10.0.244.1,TCP-ESTAB,10.0.244.1,64875,default,,Yes,"%% ausydcc1gpr101 via DMVPN",N/A,N/A,N/A
aumelao1rtr001,Cisco,XE,C1111-8PWZ,16.6.4,64875,10.0.240.2,shutdown,ausydcc1gpr201,64875,default,,Yes,"%% ausydcc1gpr201 via VPLS",N/A,N/A,N/A
aumelao1rtr001,Cisco,XE,C1111-8PWZ,16.6.4,64875,10.0.244.2,TCP-ESTAB,10.0.244.2,64875,default,,Yes,"%% ausydcc1gpr201 via DMVPN",N/A,N/A,N/A
aumelao1rtr001,Cisco,XE,C1111-8PWZ,16.6.4,64875,10.0.240.1,shutdown,10.0.240.1,64875,default,,Yes,"%% ausydcc1gpr101 via VPLS",N/A,N/A,N/A
ausydao1rtr001,Cisco,XE,C1111-8PWZ,16.6.4,64875,10.0.240.1,shutdown,10.0.240.1,64875,default,,Yes,"%% ausydcc1gpr101 via VPLS",N/A,N/A,N/A
ausydao1rtr001,Cisco,XE,C1111-8PWZ,16.6.4,64875,10.0.244.1,TCP-ESTAB,10.0.244.1,64875,default,,Yes,"%% ausydcc1gpr101 via DMVPN",N/A,N/A,N/A
ausydao1rtr001,Cisco,XE,C1111-8PWZ,16.6.4,64875,10.0.240.2,shutdown,ausydcc1gpr201,64875,default,,Yes,"%% ausydcc1gpr201 via VPLS",N/A,N/A,N/A
ausydao1rtr001,Cisco,XE,C1111-8PWZ,16.6.4,64875,10.0.244.2,TCP-ESTAB,10.0.244.2,64875,default,,Yes,"%% ausydcc1gpr201 via DMVPN",N/A,N/A,N/A
ausydcc1cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.156.216.49,,ausydcc1cgr001,,default,,No,,N/A,N/A,N/A
ausydcc1cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.156.216.214,,ausydso1cgr001,,default,,No,,N/A,N/A,N/A
ausydcc1cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.156.216.213,,ausydcc1cgr001,,default,,No,,N/A,N/A,N/A
ausydcc1cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.156.216.150,,ausydso1cgr001,,default,,No,,N/A,N/A,N/A
ausydcc1cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.156.216.149,,ausydcc1cgr001,,default,,No,,N/A,N/A,N/A
ausydcc1cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.156.216.85,,ausydcc1cgr001,,default,,No,,N/A,N/A,N/A
ausydcc1cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.156.216.17,,ausydcc1cgr001,,default,,No,,N/A,N/A,N/A
ausydcc1cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.156.216.86,,ausydso1cgr001,,default,,No,,N/A,N/A,N/A
ausydcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.216.66,TCP-ESTAB,,64799,shop,,No,"**Verizon-1 BGP Peer**","ipv4 unicast",,
ausydcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.216.82,TCP-ESTAB,,64899,shop,,No,"**ausydso1cgf001-outside-shop BGP Peer**","ipv4 unicast",,
ausydcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.216.81,TCP-ESTAB,ausydcc1cgf001,64899,shop,,No,"**ausydcc1cgf001-outside-shop BGP Peer**","ipv4 unicast",,
ausydcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.216.69,TCP-ESTAB,,64999,shop,,No,"**Cisco-1 BGP Peer**","ipv4 unicast",,
ausydcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.216.86,TCP-ESTAB,ausydso1cgr001,64875,shop,,No,"** ausydso1cgr001-shop BGP Peer**","ipv4 unicast",,
ausydcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.216.77,TCP-ESTAB,,64683,shop,,No,"**NSP2-1 BGP Peer**","ipv4 unicast",,
ausydcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.216.145,TCP-ESTAB,ausydcc1cgf001,64899,eft,,No,"**ausydcc1cgf001-outside-eft BGP Peer**","ipv4 unicast",,
ausydcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.216.150,TCP-ESTAB,ausydso1cgr001,64875,eft,,No,"** ausydso1cgr001-eft BGP Peer**","ipv4 unicast",,
ausydcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.216.146,TCP-ESTAB,,64899,eft,,No,"**ausydso1cgf001-outside-eft BGP Peer**","ipv4 unicast",,
ausydcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.216.53,TCP-ESTAB,ausydcc1cgf001,64899,internet,,No,"**ausydcc1cgf001-outside-internet BGP Peer**","ipv4 unicast",,
ausydcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.0.244.1,TCP-ESTAB,10.0.244.1,64875,default,,Yes,"**ausydcc1gpr101 via DMVPN BGP Peer**",N/A,N/A,N/A
ausydcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.0.244.2,TCP-ESTAB,10.0.244.2,64875,default,,Yes,"**ausydcc1gpr201 via DMVPN BGP Peer**",N/A,N/A,N/A
ausydcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.216.21,TCP-ESTAB,ausydcc1cgf001,64899,client,,No,"**ausydcc1cgf001-inside-client BGP Peer**","ipv4 unicast",,
ausydcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.216.210,TCP-ESTAB,,64899,ps,,No,"**ausydso1cgf001-outside-ps BGP Peer**","ipv4 unicast",,
ausydcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.216.194,TCP-ESTAB,,64698,ps,,No,"**Fujitsu-1 BGP Peer**","ipv4 unicast",,
ausydcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.216.214,TCP-ESTAB,ausydso1cgr001,64875,ps,,No,"** ausydso1cgr001-ps BGP Peer**","ipv4 unicast",,
ausydcc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.216.209,TCP-ESTAB,ausydcc1cgf001,64899,ps,,No,"**ausydcc1cgf001-outside-ps BGP Peer**","ipv4 unicast",,
ausydcc1gps101,Cisco,XE,WS-C3850-24XS,16.6.5,64876,10.0.255.136,TCP-ESTAB,,64875,SYD-COMPUTE,,No,,"ipv4 unicast",500,
ausydcc1gps101,Cisco,XE,WS-C3850-24XS,16.6.5,64876,10.0.255.141,TCP-ESTAB,ausydcc1gps201,64876,SYD-COMPUTE,,No,,"ipv4 unicast",,
ausydcc1gps101,Cisco,XE,WS-C3850-24XS,16.6.5,64876,10.0.255.73,TCP-ESTAB,ausydcc1gps201,64876,MGMT,,No,,"ipv4 unicast",,
ausydcc1gps101,Cisco,XE,WS-C3850-24XS,16.6.5,64876,10.0.255.130,TCP-ESTAB,,64875,MGMT,,No,,"ipv4 unicast",2500,
ausydcc1gps201,Cisco,XE,WS-C3850-24XS,16.6.5,64876,10.0.255.138,TCP-ESTAB,,64875,SYD-COMPUTE,,No,,"ipv4 unicast",500,
ausydcc1gps201,Cisco,XE,WS-C3850-24XS,16.6.5,64876,10.0.255.140,TCP-ESTAB,ausydcc1gps101,64876,SYD-COMPUTE,,No,,"ipv4 unicast",,
ausydcc1gps201,Cisco,XE,WS-C3850-24XS,16.6.5,64876,10.0.255.132,TCP-ESTAB,,64875,MGMT,,No,,"ipv4 unicast",2500,
ausydcc1gps201,Cisco,XE,WS-C3850-24XS,16.6.5,64876,10.0.255.65,TCP-ESTAB,ausydcc1gps101,64876,MGMT,,No,,"ipv4 unicast",,
ausyddc1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64875,192.0.2.1,TCP-ESTAB,"krseodc1rtr002 (or) dkgredc1rtr002 (or) mxmexso1rtr002 (or) ausydso1rtr002 (or) uschicc1rtr002 (or) sebormo1rtr002 (or) itsomco1rtr002 (or) dkcphso1rtr002 (or) tristdc1rtr002 (or) gblonho1rtr002 (or) catorso1rtr002 (or) phmanso1rtr002 (or) gbwinco1rtr002 (or) hrzagdc1rtr002 (or) cnhkgdc1rtr002 (or) uymondc1rtr002 (or) esbarmo1rtr002 (or) mxmexdc1rtr002 (or) chneudc1rtr002 (or) plwarso1rtr002 (or) plwarao2rtr002 (or) cnguzao1rtr002 (or) indeldc1rtr002 (or) clsanso1rtr002 (or) seeskdc1rtr002 (or) cnshadc1rtr002 (or) twtpedc1rtr002 (or) usatldc1rtr002 (or) cnbeiso1rtr002 (or) cnshadc3rtr002 (or) gbedimo1rtr002 (or) dealldc1rtr201 (or) cabradc1rtr002 (or) pelimdc1rtr002 (or) tristpo1rtr002 (or) plpozdc1rtr002 (or) gbrugdc1rtr002 (or) denurmo1rtr002 (or) itmilso2rtr002 (or) grathso1rtr002 (or) sgsinao1rtr002 (or) usloadc1rtr002 (or) mmyanpo1rtr002 (or) esmaddc1rtr002 (or) pelimso1rtr002 (or) krseoso1rtr002 (or) dehamso1rtr002 (or) fikerdc1rtr002 (or) nlmstmo1rtr003 (or) gbmikdc1rtr002 (or) itmilso2rtr001 (or) tristso1rtr002 (or) rotimco1rtr002 (or) nzakldc1rtr002 (or) plwardc1rtr002 (or) frpardc1rtr002 (or) noosldc1rtr002 (or) ausyddc1rtr002 (or) phmandc1rtr002 (or) bddhapo1rtr001 (or) rumosso1rtr002 (or) plwarcc1rtr002 (or) clsandc1rtr002 (or) beghldc1rtr002 (or) indeldc2rtr002 (or) sesthho7rtr001 (or) rumosdc1rtr002 (or) sesthit1gpoprtr002 (or) cobogdc1rtr002 (or) jptokso1rtr002 (or) atviedc1rtr002 (or) bgsofdc1rtr002 (or) robucao1rtr002 (or) gbwemdc1rtr002",64875,SYD-CLIENT,,No,,"ipv4 unicast",,
ausyddc1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64875,10.0.244.2,TCP-ESTAB,10.0.244.2,64875,default,,Yes,"%% ausydcc1gpr201 via DMVPN",N/A,N/A,N/A
ausyddc1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64875,10.0.244.1,TCP-ESTAB,10.0.244.1,64875,default,,Yes,"%% ausydcc1gpr101 via DMVPN",N/A,N/A,N/A
ausyddc1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64875,10.0.240.2,shutdown,ausydcc1gpr201,64875,default,,Yes,"%% ausydcc1gpr201 via VPLS",N/A,N/A,N/A
ausyddc1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64875,10.0.240.1,shutdown,10.0.240.1,64875,default,,Yes,"%% ausydcc1gpr101 via VPLS",N/A,N/A,N/A
ausyddc1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64875,192.0.2.3,TCP-ESTAB,"gbedimo1rtr002 (or) cnbeiso1rtr002 (or) plpozdc1rtr002 (or) pelimdc1rtr002 (or) tristpo1rtr002 (or) cabradc1rtr002 (or) dealldc1rtr201 (or) clsanso1rtr002 (or) indeldc1rtr002 (or) twtpedc1rtr002 (or) usatldc1rtr002 (or) cnshadc1rtr002 (or) cnhkgdc1rtr002 (or) uymondc1rtr002 (or) catorso1rtr002 (or) phmanso1rtr002 (or) hrzagdc1rtr002 (or) gbwinco1rtr002 (or) gblonho1rtr002 (or) cnguzao1rtr002 (or) chneudc1rtr002 (or) plwarao2rtr002 (or) plwarso1rtr002 (or) mxmexdc1rtr002 (or) esbarmo1rtr002 (or) uschicc1rtr002 (or) ausydso1rtr002 (or) mxmexso1rtr002 (or) dkgredc1rtr002 (or) krseodc1rtr002 (or) tristdc1rtr002 (or) dkcphso1rtr002 (or) sebormo1rtr002 (or) jptokso1rtr002 (or) cobogdc1rtr002 (or) sesthit1gpoprtr002 (or) rumosdc1rtr002 (or) bgsofdc1rtr002 (or) robucao1rtr002 (or) atviedc1rtr002 (or) ausyddc1rtr002 (or) noosldc1rtr002 (or) frpardc1rtr002 (or) clsandc1rtr002 (or) plwarcc1rtr002 (or) beghldc1rtr002 (or) indeldc2rtr002 (or) rumosso1rtr002 (or) bddhapo1rtr001 (or) phmandc1rtr002 (or) gbmikdc1rtr002 (or) tristso1rtr002 (or) dehamso1rtr002 (or) nlmstmo1rtr003 (or) esmaddc1rtr002 (or) pelimso1rtr002 (or) nzakldc1rtr002 (or) sgsinao1rtr002 (or) cnshacc2ipt002 (or) grathso1rtr002 (or) denurmo1rtr002 (or) gbrugdc1rtr002 (or) mmyanpo1rtr002 (or) usloadc1rtr002",64875,lan,,No,,"ipv4 unicast",,
ausyddc1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64875,10.20.255.247,TCP-ESTAB,ausyddc1rtr002,64875,MGMT,,No,,"ipv4 unicast",,
ausyddc1rtr002,Cisco,XE,ISR4331/K9,15.5(3)S5,64875,10.20.255.246,TCP-ESTAB,ausyddc1rtr001,64875,MGMT,,No,,"ipv4 unicast",,
ausyddc1rtr002,Cisco,XE,ISR4331/K9,15.5(3)S5,64875,192.0.2.2,TCP-ESTAB,"usatldc1rtr001 (or) jptokso1rtr001 (or) uschicc1rtr001 (or) tristdc1rtr001 (or) mxmexdc1rtr001 (or) cnguzao1rtr001 (or) rsbeldc1rtr001 (or) gblonho1rtr001 (or) bddhacc1rtr001 (or) beghldc1rtr001 (or) ausyddc1rtr001 (or) frpardc1rtr001 (or) uymondc1rtr001 (or) bgsofdc1rtr001 (or) plwardc1rtr001 (or) nlmstmo1rtr002 (or) atviedc1rtr001 (or) chneudc1rtr001 (or) cabradc1rtr001 (or) indeldc1rtr001 (or) pelimso1rtr001 (or) plwarao2rtr001 (or) phmanso1rtr001 (or) rumosdc1rtr001 (or) plpozdc1rtr001 (or) catorso1rtr001 (or) grathso1rtr001 (or) plwarcc1rtr001 (or) cnshadc1rtr001 (or) ausydso1rtr001 (or) rumosso1rtr001 (or) gblondc1rtr001 (or) plwarso1rtr001 (or) tristso1rtr001 (or) cnshacc2ipt001 (or) dkgredc1rtr001 (or) dkcphso1rtr001 (or) gbrugdc1rtr001 (or) mmyanpo1rtr001 (or) itmilso2rtr002 (or) gbmikdc1rtr001 (or) dealldc1rtr101 (or) chzrhso1rtr001 (or) indeldc2rtr001 (or) sebormo1rtr001 (or) esmaddc1rtr001 (or) nzakldc1rtr001 (or) krseoso1rtr001 (or) vnsgndc1rtr001 (or) cnbeiso1rtr001 (or) cnhkgdc1rtr001 (or) clsanso1rtr001 (or) indelso1rtr001 (or) tristpo1rtr001 (or) gbedimo1rtr001 (or) pelimdc1rtr001 (or) ussecso1rtr001 (or) denurmo1rtr001 (or) hrzagdc1rtr001 (or) sgsinao1rtr001 (or) usloadc1rtr001 (or) phmandc1rtr001 (or) esbarmo1rtr001 (or) gbwinco1rtr001 (or) clsandc1rtr001 (or) noosldc1rtr001 (or) twtpeso1rtr001 (or) cobogdc1rtr001 (or) mxmexso1rtr001 (or) robucao1rtr001 (or) dehamso1rtr001 (or) krseodc1rtr001 (or) twtpedc1rtr001",64875,lan,,No,,"ipv4 unicast",,
ausyddc1rtr002,Cisco,XE,ISR4331/K9,15.5(3)S5,64875,192.0.2.0,TCP-ESTAB,"vnsgndc1rtr001 (or) krseoso1rtr001 (or) nzakldc1rtr001 (or) esmaddc1rtr001 (or) gbwemdc1rtr001 (or) sebormo1rtr001 (or) indeldc2rtr001 (or) chzrhso1rtr001 (or) dealldc1rtr101 (or) gbmikdc1rtr001 (or) mmyanpo1rtr001 (or) dkcphso1rtr001 (or) dkgredc1rtr001 (or) gbrugdc1rtr001 (or) hrzagdc1rtr001 (or) denurmo1rtr001 (or) ussecso1rtr001 (or) frpardo1rtr001 (or) seeskdc1rtr001 (or) pelimdc1rtr001 (or) gbedimo1rtr001 (or) indelso1rtr001 (or) tristpo1rtr001 (or) clsanso1rtr001 (or) cnbeiso1rtr001 (or) itmilso2rtr001 (or) cnhkgdc1rtr001 (or) twtpeso1rtr001 (or) gbwinco1rtr001 (or) noosldc1rtr001 (or) clsandc1rtr001 (or) esbarmo1rtr001 (or) phmandc1rtr001 (or) usloadc1rtr001 (or) sgsinao1rtr001 (or) usrbbdc1rtr001 (or) twtpedc1rtr001 (or) krseodc1rtr001 (or) cnshadc3rtr001 (or) itstrdc1rtr001 (or) itsomco1rtr001 (or) fikerdc1rtr001 (or) dehamso1rtr001 (or) robucao1rtr001 (or) mxmexso1rtr001 (or) nlnwgdc1rtr001 (or) cobogdc1rtr001 (or) getbsao1rtr001 (or) plboldc1rtr001 (or) gblonho1rtr001 (or) rsbeldc1rtr001 (or) cnguzao1rtr001 (or) mxmexdc1rtr001 (or) frparso1rtr001 (or) tristdc1rtr001 (or) uschicc1rtr001 (or) gblonso1rtr001 (or) jptokso1rtr001 (or) beghldc2rtr001 (or) usatldc1rtr001 (or) atviedc1rtr001 (or) nlmstmo1rtr002 (or) plwardc1rtr001 (or) bgsofdc1rtr001 (or) uymondc1rtr001 (or) frpardc1rtr001 (or) ausyddc1rtr001 (or) beghldc1rtr001 (or) bddhacc1rtr001 (or) rotimco1rtr001 (or) grathso1rtr001 (or) catorso1rtr001 (or) rumosdc1rtr001 (or) plpozdc1rtr001 (or) chberao2rtr001 (or) phmanso1rtr001 (or) plwarao2rtr001 (or) pelimso1rtr001 (or) gbbirao5rtr001 (or) cabradc1rtr001 (or) indeldc1rtr001 (or) chneudc1rtr001 (or) tristso1rtr001 (or) plwarso1rtr001 (or) rumosso1rtr001 (or) gblondc1rtr001 (or) ausydso1rtr001 (or) cnshadc1rtr001 (or) plwarcc1rtr001",64875,SYD-CLIENT,,No,,"ipv4 unicast",,
ausyddc1rtr002,Cisco,XE,ISR4331/K9,15.5(3)S5,64875,10.0.244.1,TCP-ESTAB,10.0.244.1,64875,default,,Yes,"%% ausydcc1gpr101 via DMVPN",N/A,N/A,N/A
ausyddc1rtr002,Cisco,XE,ISR4331/K9,15.5(3)S5,64875,10.0.240.2,shutdown,ausydcc1gpr201,64875,default,,Yes,"%% ausydcc1gpr201 via VPLS",N/A,N/A,N/A
ausyddc1rtr002,Cisco,XE,ISR4331/K9,15.5(3)S5,64875,10.0.244.2,TCP-ESTAB,10.0.244.2,64875,default,,Yes,"%% ausydcc1gpr201 via DMVPN",N/A,N/A,N/A
ausyddc1rtr002,Cisco,XE,ISR4331/K9,15.5(3)S5,64875,10.0.240.1,shutdown,10.0.240.1,64875,default,,Yes,"%% ausydcc1gpr101 via VPLS",N/A,N/A,N/A
ausydso1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.216.149,TCP-ESTAB,ausydcc1cgr001,64875,eft,,No,"** ausydcc1cgr001-eft BGP Peer**","ipv4 unicast",,
ausydso1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.216.146,TCP-ESTAB,,64899,eft,,No,"**ausydso1cgf001-outside-eft BGP Peer**","ipv4 unicast",,
ausydso1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.216.145,TCP-ESTAB,ausydcc1cgf001,64899,eft,,No,"**ausydcc1cgf001-outside-eft BGP Peer**","ipv4 unicast",,
ausydso1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.218.53,TCP-ESTAB,,64899,internet,,No,"**ausydso1cgf001-outside-internet BGP Peer**","ipv4 unicast",,
ausydso1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.216.81,TCP-ESTAB,ausydcc1cgf001,64899,shop,,No,"**ausydcc1cgf001-outside-shop BGP Peer**","ipv4 unicast",,
ausydso1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.218.66,TCP-ESTAB,,64799,shop,,No,"**Verizon-1 BGP Peer**","ipv4 unicast",,
ausydso1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.216.85,TCP-ESTAB,ausydcc1cgr001,64875,shop,,No,"** ausydcc1cgr001-shop BGP Peer**","ipv4 unicast",,
ausydso1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.218.69,TCP-ESTAB,,64999,shop,,No,"**Cisco-1 BGP Peer**","ipv4 unicast",,
ausydso1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.216.82,TCP-ESTAB,,64899,shop,,No,"**ausydso1cgf001-outside-shop BGP Peer**","ipv4 unicast",,
ausydso1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.218.194,TCP-ESTAB,,64698,ps,,No,"**Fujitsu-1 BGP Peer**","ipv4 unicast",,
ausydso1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.216.213,TCP-ESTAB,ausydcc1cgr001,64875,ps,,No,"** ausydcc1cgr001-ps BGP Peer**","ipv4 unicast",,
ausydso1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.216.209,TCP-ESTAB,ausydcc1cgf001,64899,ps,,No,"**ausydcc1cgf001-outside-ps BGP Peer**","ipv4 unicast",,
ausydso1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.216.210,TCP-ESTAB,,64899,ps,,No,"**ausydso1cgf001-outside-ps BGP Peer**","ipv4 unicast",,
ausydso1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.156.218.21,TCP-ESTAB,,64899,client,,No,"**ausydso1cgf001-inside-client BGP Peer**","ipv4 unicast",,
ausydso1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.0.244.1,TCP-ESTAB,10.0.244.1,64875,default,,Yes,"**ausydcc1gpr101 via DMVPN BGP Peer**",N/A,N/A,N/A
ausydso1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S5,64875,10.0.244.2,TCP-ESTAB,10.0.244.2,64875,default,,Yes,"**ausydcc1gpr201 via DMVPN BGP Peer**",N/A,N/A,N/A
ausydso1rtr001,Cisco,XE,ISR4431/K9,15.5(3)S5,64875,192.0.2.3,TCP-ESTAB,"gbedimo1rtr002 (or) cnbeiso1rtr002 (or) plpozdc1rtr002 (or) pelimdc1rtr002 (or) tristpo1rtr002 (or) cabradc1rtr002 (or) dealldc1rtr201 (or) clsanso1rtr002 (or) indeldc1rtr002 (or) twtpedc1rtr002 (or) usatldc1rtr002 (or) cnshadc1rtr002 (or) cnhkgdc1rtr002 (or) uymondc1rtr002 (or) catorso1rtr002 (or) phmanso1rtr002 (or) hrzagdc1rtr002 (or) gbwinco1rtr002 (or) gblonho1rtr002 (or) cnguzao1rtr002 (or) chneudc1rtr002 (or) plwarao2rtr002 (or) plwarso1rtr002 (or) mxmexdc1rtr002 (or) esbarmo1rtr002 (or) uschicc1rtr002 (or) ausydso1rtr002 (or) mxmexso1rtr002 (or) dkgredc1rtr002 (or) krseodc1rtr002 (or) tristdc1rtr002 (or) dkcphso1rtr002 (or) sebormo1rtr002 (or) jptokso1rtr002 (or) cobogdc1rtr002 (or) sesthit1gpoprtr002 (or) rumosdc1rtr002 (or) bgsofdc1rtr002 (or) robucao1rtr002 (or) atviedc1rtr002 (or) ausyddc1rtr002 (or) noosldc1rtr002 (or) frpardc1rtr002 (or) clsandc1rtr002 (or) plwarcc1rtr002 (or) beghldc1rtr002 (or) indeldc2rtr002 (or) rumosso1rtr002 (or) bddhapo1rtr001 (or) phmandc1rtr002 (or) gbmikdc1rtr002 (or) tristso1rtr002 (or) dehamso1rtr002 (or) nlmstmo1rtr003 (or) esmaddc1rtr002 (or) pelimso1rtr002 (or) nzakldc1rtr002 (or) sgsinao1rtr002 (or) cnshacc2ipt002 (or) grathso1rtr002 (or) denurmo1rtr002 (or) gbrugdc1rtr002 (or) mmyanpo1rtr002 (or) usloadc1rtr002",64875,lan,,No,,"ipv4 unicast",,
ausydso1rtr001,Cisco,XE,ISR4431/K9,15.5(3)S5,64875,10.0.244.2,TCP-ESTAB,10.0.244.2,64875,default,,Yes,"%% ausydcc1gpr201 via DMVPN",N/A,N/A,N/A
ausydso1rtr001,Cisco,XE,ISR4431/K9,15.5(3)S5,64875,10.0.240.1,shutdown,10.0.240.1,64875,default,,Yes,"%% ausydcc1gpr101 via VPLS",N/A,N/A,N/A
ausydso1rtr001,Cisco,XE,ISR4431/K9,15.5(3)S5,64875,10.0.240.2,shutdown,ausydcc1gpr201,64875,default,,Yes,"%% ausydcc1gpr201 via VPLS",N/A,N/A,N/A
ausydso1rtr001,Cisco,XE,ISR4431/K9,15.5(3)S5,64875,10.0.244.1,TCP-ESTAB,10.0.244.1,64875,default,,Yes,"%% ausydcc1gpr101 via DMVPN",N/A,N/A,N/A
