name,category,strucBreaks
Cisco-IOS-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network[vrf-name:default:address:2001:420:289:2000:0:1ab:fab0:142address:prefix-length:127::resses/vrfs/vrf/networks/network]S-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network.2,Constant Slopes,
Cisco-IOS-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network[vrf-name:default:address:2001:420:289:2000:0:1ab:fab0:142address:prefix-length:127::resses/vrfs/vrf/networks/network]S-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network.3,Constant Slopes,
Cisco-IOS-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network[vrf-name:default:address:2001:420:289:2000:0:1ab:fab0:142address:prefix-length:127::resses/vrfs/vrf/networks/network]S-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network.4,Constant Slopes,
Cisco-IOS-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network[vrf-name:default:address:2001:420:289:2000:0:1ab:fab0:142address:prefix-length:127::resses/vrfs/vrf/networks/network]S-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network.5,Constant Slopes,
Cisco-IOS-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network[vrf-name:default:address:2001:420:289:2000:0:1ab:fab0:143address:prefix-length:127::resses/vrfs/vrf/networks/network]S-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network,Constant Slopes,
Cisco-IOS-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network[vrf-name:default:address:2001:420:289:2000:0:1ab:fab0:143address:prefix-length:127::resses/vrfs/vrf/networks/network]S-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network.1,Constant Slopes,
Cisco-IOS-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network[vrf-name:default:address:2001:420:289:2000:0:1ab:fab0:240address:prefix-length:127::resses/vrfs/vrf/networks/network]S-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network,Constant Slopes,
Cisco-IOS-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network[vrf-name:default:address:2001:420:289:2000:0:1ab:fab0:240address:prefix-length:127::resses/vrfs/vrf/networks/network]S-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network.1,Constant Slopes,
Cisco-IOS-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network[vrf-name:default:address:2001:420:289:2000:0:1ab:fab0:240address:prefix-length:127::resses/vrfs/vrf/networks/network]S-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network.2,Constant Slopes,
Cisco-IOS-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network[vrf-name:default:address:2001:420:289:2000:0:1ab:fab0:240address:prefix-length:127::resses/vrfs/vrf/networks/network]S-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network.3,Constant Slopes,
Cisco-IOS-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network[vrf-name:default:address:2001:420:289:2000:1eaf:4:a5b:241address:prefix-length:127::resses/vrfs/vrf/networks/network]S-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network,Constant Slopes,
Cisco-IOS-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network[vrf-name:default:address:2001:420:289:2000:1eaf:4:a5b:241address:prefix-length:127::resses/vrfs/vrf/networks/network]S-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network.1,Constant Slopes,
Cisco-IOS-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network[vrf-name:default:address:2001:420:289:2000:1eaf:4:a6a:241address:prefix-length:127::resses/vrfs/vrf/networks/network]S-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network,Constant Slopes,
Cisco-IOS-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network[vrf-name:default:address:2001:420:289:2000:1eaf:4:a6a:241address:prefix-length:127::resses/vrfs/vrf/networks/network]S-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network.1,Constant Slopes,
Cisco-IOS-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network[vrf-name:default:address:2001:420:289:2000:1eaf:4:d03:240address:prefix-length:127::resses/vrfs/vrf/networks/network]S-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network,Constant Slopes,
Cisco-IOS-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network[vrf-name:default:address:2001:420:289:2000:1eaf:4:d03:240address:prefix-length:127::resses/vrfs/vrf/networks/network]S-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network.1,Constant Slopes,
Cisco-IOS-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network[vrf-name:default:address:2001:420:289:2000:1eaf:4:d03:240address:prefix-length:127:mplste-tail-node-summary:ste-tail-node-summaries/ipv4bfd-mplste-tail-node-summary]S-XR-ip-bfd-oper:bfd/ipv4bfd-mplste-tail-node-summaries/ipv4bfd-mplste-tail-node-summary,Constant Slopes,
Cisco-IOS-XR-ip-iarm-v6-oper:ipv6arm/addresses/vrfs/vrf/networks/network[vrf-name:default:address:2001:420:289:2000:1eaf:4:d03:240address:prefix-length:127:mplste-tail-node-summary:ste-tail-node-summaries/ipv4bfd-mplste-tail-node-summary]S-XR-ip-bfd-oper:bfd/ipv4bfd-mplste-tail-node-summaries/ipv4bfd-mplste-tail-node-summary.1,Constant Slopes,
Cisco-IOS-XR-ip-bfd-oper:bfd/ipv4bfd-mplste-tail-node-summaries/ipv4bfd-mplste-tail-node-summary[location-name:0]session-state__total-count,Constant Slopes,
Cisco-IOS-XR-ip-bfd-oper:bfd/ipv4bfd-mplste-tail-node-summaries/ipv4bfd-mplste-tail-node-summary[location-name:0]session-state__up-count,Constant Slopes,
Cisco-IOS-XR-ip-bfd-oper:bfd/ipv4bfd-mplste-tail-node-summaries/ipv4bfd-mplste-tail-node-summary[location-name:0]session-state__down-count,Constant Slopes,
Cisco-IOS-XR-ip-bfd-oper:bfd/ipv4bfd-mplste-tail-node-summaries/ipv4bfd-mplste-tail-node-summary[location-name:0]session-state__unknown-count,Constant Slopes,
Cisco-IOS-XR-ip-bfd-oper:bfd/ipv4bfd-mplste-tail-node-summaries/ipv4bfd-mplste-tail-node-summary[location-name:0]session-state__retry-count,Constant Slopes,
Cisco-IOS-XR-ip-bfd-oper:bfd/ipv4bfd-mplste-tail-node-summaries/ipv4bfd-mplste-tail-node-summary[location-name:0]session-state__standby-count,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]process-instance,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__version-wrapped,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__version-wrapped-tid,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__max-active-pelem-versionipv4-unicast,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__merged-table-version,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__route-download-go-activeipv4-unicast,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__standby-version,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__num-init-sync-pfx,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__max-label-stack-depth-v4ipv4-unicast,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__max-label-stack-depth-v6ipv4-unicast,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__imported-paths-num,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__imported-paths-memory,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__path-elems-memory,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__path-elems-malloced-num,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__path-elems-freed-num,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__label-last-trigger,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__last-label-version,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__label-bgp-version,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__label-triggers,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__rib-last-trigger,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__rib-triggers,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__import-last-trigger,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__import-triggers,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__update-gen-last-trigger,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__update-triggers,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__total-r-ds-num,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__total-remote-r-ds-num,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__total-same-r-ds-num,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__malloced-rd-count,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__freed-rd-count,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__rd-memory,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__update-wait-install-enabipv4-unicast,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__rib-ack-requests,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__rib-acks-received,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]global__rib-slow-acks,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]vrf__imported-paths,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]vrf__imported-path-memory,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]vrf__received-path-count,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]vrf__history-path-count,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]vrf__damped-path-count,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]vrf__label-retainvalue,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]vrf__tbl-bitf-size,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]vrf__tbl-chunk-bitf-size,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]vrf__ibgp-nexthop-self-count,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]vrf__bmp-network-entry-count,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]vrf__bmp-paths-count,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]vrf__bmp-prefix-memory,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv4-unicast]vrf__bmp-path-memory,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]process-instance,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__version-wrapped,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__version-wrapped-tid,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__max-active-pelem-versionipv6-unicast,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__merged-table-version,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__route-download-go-activeipv6-unicast,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__standby-version,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__num-init-sync-pfx,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__max-label-stack-depth-v4ipv6-unicast,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__max-label-stack-depth-v6ipv6-unicast,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__imported-paths-num,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__imported-paths-memory,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__path-elems-memory,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__path-elems-malloced-num,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__path-elems-freed-num,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__label-last-trigger,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__last-label-version,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__label-bgp-version,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__label-triggers,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__rib-last-trigger,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__rib-triggers,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__import-last-trigger,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__import-triggers,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__update-gen-last-trigger,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__update-triggers,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__total-r-ds-num,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__total-remote-r-ds-num,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__total-same-r-ds-num,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__malloced-rd-count,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__freed-rd-count,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__rd-memory,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__update-wait-install-enabipv6-unicast,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__rib-ack-requests,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__rib-acks-received,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]global__rib-slow-acks,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]vrf__imported-paths,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]vrf__imported-path-memory,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]vrf__received-path-count,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]vrf__history-path-count,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]vrf__damped-path-count,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]vrf__label-retainvalue,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]vrf__tbl-bitf-size,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]vrf__tbl-chunk-bitf-size,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]vrf__ibgp-nexthop-self-count,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]vrf__bmp-network-entry-count,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]vrf__bmp-paths-count,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]vrf__bmp-prefix-memory,Constant Slopes,
Cisco-IOS-XR-ipv4-bgp-oper:bgp/instances/instance/instance-active/default-vrf/afs/af/af-process-info[instance-name:default:af-name:ipv6-unicast]vrf__bmp-path-memory,Constant Slopes,
Cisco-IOS-XR-ip-iarm-v4-oper:ipv4arm/addresses/vrfs/vrf/networks/network[vrf-name:default:address:2.2.2.2:prefix-length:32::resses/vrfs/vrf/networks/network]S-XR-ip-iarm-v4-oper:ipv4arm/addresses/vrfs/vrf/networks/network,Constant Slopes,
Cisco-IOS-XR-ip-iarm-v4-oper:ipv4arm/addresses/vrfs/vrf/networks/network[vrf-name:default:address:2.2.2.2:prefix-length:32::resses/vrfs/vrf/networks/network]S-XR-ip-iarm-v4-oper:ipv4arm/addresses/vrfs/vrf/networks/network.1,Constant Slopes,
Cisco-IOS-XR-ip-iarm-v4-oper:ipv4arm/addresses/vrfs/vrf/networks/network[vrf-name:default:address:10.200.96.19:prefix-length:24::resses/vrfs/vrf/networks/network]S-XR-ip-iarm-v4-oper:ipv4arm/addresses/vrfs/vrf/networks/network,Constant Slopes,
Cisco-IOS-XR-ip-iarm-v4-oper:ipv4arm/addresses/vrfs/vrf/networks/network[vrf-name:default:address:10.200.96.19:prefix-length:24::resses/vrfs/vrf/networks/network]S-XR-ip-iarm-v4-oper:ipv4arm/addresses/vrfs/vrf/networks/network.1,Constant Slopes,
Cisco-IOS-XR-ip-iarm-v4-oper:ipv4arm/addresses/vrfs/vrf/networks/network[vrf-name:default:address:172.31.11.25:prefix-length:31::resses/vrfs/vrf/networks/network]S-XR-ip-iarm-v4-oper:ipv4arm/addresses/vrfs/vrf/networks/network,Constant Slopes,
Cisco-IOS-XR-ip-iarm-v4-oper:ipv4arm/addresses/vrfs/vrf/networks/network[vrf-name:default:address:172.31.11.25:prefix-length:31::resses/vrfs/vrf/networks/network]S-XR-ip-iarm-v4-oper:ipv4arm/addresses/vrfs/vrf/networks/network.1,Constant Slopes,
Cisco-IOS-XR-ip-iarm-v4-oper:ipv4arm/addresses/vrfs/vrf/networks/network[vrf-name:default:address:172.31.11.27:prefix-length:31::resses/vrfs/vrf/networks/network]S-XR-ip-iarm-v4-oper:ipv4arm/addresses/vrfs/vrf/networks/network,Constant Slopes,
