contribution,li name,event
0.001110368650892087,PZZA,1
0.0010980392156862747,ODFL,1
0.0010714285714285713,NAT,1
0.0009999999999999998,AAL,1
0.0009999999999999998,PM,1
0.0009999999999999998,ZION,1
0.000976579647803451,UTF,1
0.0009523809523809524,PLT,1
0.0009428410429478184,PODD,1
0.0009333927694966065,NLOK,1
0.0008953354431577355,NVS,1
0.0008430429383713802,KNX,1
0.0008333333333333334,ENDP,1
0.0008333333333333332,MNKD,1
0.0008333333333333332,MTG,1
0.0008295140587444256,CLX,1
0.0008282776388160211,TMUS,1
0.0008241758241758243,DHX,1
0.0008241758241758243,KTOS,1
0.0008142857142857147,OLN,1
0.000808941135017358,TEL,1
0.0007867494824016563,BHK,1
0.0007518796992481202,PEI,1
0.0007142857142857145,DXC,1
0.0007083792515073731,TROW,1
0.0006818181818181818,DENN,1
0.0006818181818181818,WERN,1
0.0006811855525094731,B,1
0.0006736499864549619,JBLU,1
0.0006666666666666671,EGOV,1
0.00066347687400319,BMTC,1
0.0006593406593406592,DISH,1
0.0006475923053626127,RDNT,1
0.0006349206349206349,CBSH,1
0.0006318681318681318,DRRX,1
0.0006176470588235294,EMR,1
0.0006162464985994395,TCO,1
0.0005765682903287899,BHP,1
0.0005740033824761656,CPB,1
0.0005701337858556631,BTE,1
0.0005592105263157892,CTS,1
0.0005555555555555558,WSFS,1
0.0005555555555555556,IGT,1
0.0005555555555555556,NEOG,1
0.0005169110006361526,MNST,1
0.0004999999999999999,CTXS,1
0.0004999999999999999,MKC,1
0.0004999999999999999,THG,1
0.0004830774409861248,CAH,1
0.0004810543531342283,CZZ,1
0.0004761904761904762,CRI,1
0.0004761904761904762,EPR,1
0.0004761904761904762,SAM,1
0.0004711132330792872,SCON,1
0.00046718576195773075,CAKE,1
0.00046439628482972134,VG,1
0.000444444444444444,HTBK,1
0.00042857142857142844,ANAT,1
0.00042352941176470595,MCHX,1
0.00041958041958041925,SSP,1
0.0004112554112554112,DLX,1
0.0004004338634731501,FIZZ,1
0.00039473684210526326,CWST,1
0.0003793437825019189,NLY,1
0.00037267080745341573,RDN,1
0.00036484578643477774,OXY,1
0.00036335895346852553,UHS,1
0.000357142857142857,CME,1
0.000357142857142857,PLCE,1
0.000357142857142857,SIGI,1
0.0003538461538461539,RF,1
0.0003409090909090909,KFY,1
0.0003409090909090909,MPWR,1
0.0003367409985304958,NTRS,1
0.0003361344537815128,ASML,1
0.00033333333333333354,GTLS,1
0.00033333333333333354,NEU,1
0.00033333333333333327,BUSE,1
0.00033333333333333327,CSGP,1
0.00033333333333333327,OLP,1
0.0003278584160937102,NDSN,1
0.00031746031746031746,POWI,1
0.0003076923076923077,GPC,1
0.0003076923076923077,ROP,1
0.0002870813397129185,HDB,1
0.0002834008097165991,UNH,1
0.00028171596615765506,WOR,1
0.00027972027972027967,RICK,1
0.0002777777777777779,CERS,1
0.0002777777777777779,PHG,1
0.0002777777777777779,TXT,1
0.0002745995423340961,MCI,1
0.0002537908725399886,DCI,1
0.00024292768141419445,ITW,1
0.0002380952380952381,BBSI,1
0.0002380952380952381,UMC,1
0.00023529411764705883,EIG,1
0.0002196467152530773,CMLS,1
0.0002181818181818182,DSPG,1
0.00021531100478468902,RDY,1
0.00020634920634920645,CXW,1
0.00020202020202020194,OFG,1
0.00019230769230769217,ADS,1
0.00018575851393188875,BZH,1
0.00018575851393188875,DMLP,1
0.00018575851393188875,LYG,1
0.00018294753202398117,RS,1
0.0001818181818181819,Y,1
0.0001785714285714285,BRKR,1
0.0001785714285714285,GPOR,1
0.00017085361063969262,MDT,1
0.00016666666666666663,AEE,1
0.00016666666666666663,FFIV,1
0.000165631469979296,PLUG,1
0.00016533952665339523,SXT,1
0.00016471662284545712,PRGO,1
0.00016363636363636358,NWL,1
0.00015151515151515165,ENZ,1
0.00015082956259426848,BC,1
0.00015050167224080256,HOG,1
0.00015037593984962405,ATI,1
0.00014956320308524945,ETY,1
0.00014356597033652861,SIRI,1
0.00014285714285714262,ALGN,1
0.00014170040485829956,VFC,1
0.00013986013986013983,CRH,1
0.0001391304347826086,JPC,1
0.00013902300805080725,FSLR,1
0.00012012987012986947,IVZ,1
0.00011904761904761905,FUL,1
0.00010906780893276485,MAT,1
9.017271897575552e-05,USA,1
8.823529411764702e-05,PAC,1
8.361515031931898e-05,CPRI,1
8.333333333333338e-05,PKBK,1
8.008656742901002e-05,ABCB,1
7.986316646570086e-05,HOLX,1
7.342986372900839e-05,SCS,1
6.871151028259766e-05,RIGL,1
6.860807861774914e-05,ESI,1
6.493506493506496e-05,RSG,1
6.485749967856024e-05,CNMD,1
6.484354829969825e-05,TPC,1
6.2092713682913e-05,JBL,1
6.203473945409432e-05,JCI,1
5.9259259259259314e-05,AMWD,1
5.780456918526855e-05,STM,1
5.578851996269909e-05,LUV,1
5.4366108041664036e-05,DSGX,1
5.231366013306477e-05,MED,1
5.016722408026753e-05,GCO,1
4.9938042027138085e-05,INFY,1
4.9563762051269906e-05,TRV,1
4.816358976761042e-05,LKQ,1
4.326450036153787e-05,BEN,1
4.2485397966034907e-05,ADI,1
4.0475641102301056e-05,ABMD,1
3.9459817116409924e-05,ICE,1
3.81992886342478e-05,MRO,1
3.8125866074590827e-05,MKL,1
3.8043825523368795e-05,COWN,1
3.7119081607293556e-05,MMT,1
3.7018147344944714e-05,UHT,1
3.6876631145088236e-05,ING,1
3.6755493452730116e-05,FUN,1
3.563458965051915e-05,GT,1
3.5549995654794595e-05,BCO,1
3.286478052182866e-05,MAS,1
3.2258064516129115e-05,ORI,1
3.1895938358319654e-05,CATY,1
3.153396352486366e-05,ALSK,1
3.067163278563093e-05,VHI,1
3.056295618219912e-05,LLNW,1
3.0559885181661765e-05,MDU,1
3.0411987196990357e-05,CENX,1
3.0384156434081843e-05,TXN,1
2.994253122858185e-05,UNM,1
2.951264621439518e-05,NAD,1
2.809188047122182e-05,AG,1
2.806228668521065e-05,IQV,1
2.7869610510952584e-05,ENB,1
2.683852383466367e-05,JWN,1
2.6757771530252946e-05,CI,1
2.671800731558704e-05,MUR,1
2.5811009537727745e-05,VRTU,1
2.5670896535823756e-05,MFC,1
2.538975334532305e-05,NNI,1
2.4355773705317177e-05,BFS,1
2.4306129644742144e-05,LAWS,1
2.4261721689025767e-05,LFC,1
2.4203928192640985e-05,NURO,1
2.413204683539105e-05,SF,1
2.413181949093628e-05,DIS,1
2.4093354570015124e-05,PMBC,1
2.4076816954134622e-05,VLO,1
2.4051030126130073e-05,L,1
2.402636629241192e-05,PSX,1
2.3069103372844155e-05,MAR,1
2.301629456679937e-05,HPS,1
2.2985910655516328e-05,DPZ,1
2.2952895453301924e-05,VC,1
2.2911735533827047e-05,MAN,1
2.1832434508440682e-05,HOV,1
2.1712832172106718e-05,M,1
2.0379813269986907e-05,NFG,1
2.0366366714619213e-05,BXS,1
2.0206976210898196e-05,PKI,1
1.9203793086490126e-05,DOV,1
1.9077561725218254e-05,JPM,1
1.9070887007298437e-05,TTEC,1
1.9001584601090565e-05,JBSS,1
1.893483615352325e-05,QCOM,1
1.8867321605286653e-05,TTC,1
1.789218691678968e-05,LDOS,1
1.7735431315154076e-05,BBY,1
1.7733091938191985e-05,HSKA,1
1.7712161463080152e-05,SPNS,1
1.7700918374271914e-05,APA,1
1.769328439403429e-05,CNET,1
1.7673387612834433e-05,XOM,1
1.766411214108061e-05,PNC,1
1.673196433735178e-05,CMCSA,1
1.6649733273190336e-05,CII,1
1.6436513507529948e-05,CTSH,1
1.638142784144982e-05,CORT,1
1.553139474722547e-05,LL,1
1.5324911795279007e-05,BSD,1
1.5320478454586476e-05,ETJ,1
1.5315670763384792e-05,SBLK,1
1.5262532417503145e-05,GSK,1
1.5260434503448022e-05,SXI,1
1.520160034497467e-05,DOW,1
1.5170768252736272e-05,SWK,1
1.5152775232790934e-05,DHT,1
1.5116125362043446e-05,CM,1
1.4259011449502708e-05,MEI,1
1.4217244745981158e-05,JHX,1
1.41564775688105e-05,ISBC,1
1.413311507286778e-05,ATRC,1
1.4028355853931214e-05,ICUI,1
1.3962391154298697e-05,SNCR,1
1.3948026415409383e-05,BUD,1
1.391483454924132e-05,TXRH,1
1.3810275817700617e-05,MGLN,1
1.2920631134617623e-05,NVAX,1
1.2895060041812165e-05,IGA,1
1.2829258089728819e-05,VKQ,1
1.2817492943981569e-05,CMCO,1
1.2792145079296513e-05,CXO,1
1.2715206523197831e-05,PXD,1
1.2644850043607541e-05,SU,1
1.2635045868468996e-05,ABT,1
1.25609564259871e-05,SMSI,1
1.254825063571035e-05,NSC,1
1.1595536991474016e-05,PDCO,1
1.1593991548228023e-05,YORW,1
1.1590026512296504e-05,HIW,1
1.1568426372037117e-05,MET,1
1.1491934567856564e-05,FCNCA,1
1.1453364541052303e-05,RUSHA,1
1.1448372986286458e-05,UNFI,1
1.1429415651879313e-05,MFA,1
1.1395285418594573e-05,EMN,1
1.1381872229541982e-05,THC,1
1.1294117461968147e-05,RQI,1
1.0368483606472308e-05,RHI,1
1.0188376040462655e-05,FITB,1
1.0172827109786792e-05,TG,1
1.014813989457236e-05,RCI,1
1.0135105952566179e-05,EIX,1
1.0122843381430253e-05,WMS,1
1.011408460746768e-05,HEI,1
1.0102763111380858e-05,CBB,1
1.0101540920032197e-05,FMC,1
1.0095822772695495e-05,TEF,1
1.0069418091185021e-05,AON,1
8.985763015322923e-06,LBTYA,1
8.966520519809569e-06,VOXX,1
8.956885039654282e-06,IMGN,1
8.935619145724228e-06,SBGI,1
8.894224316999874e-06,BLKB,1
8.88967218776863e-06,DX,1
8.883597471768664e-06,CHRW,1
8.867204537427497e-06,FNB,1
8.862453088255571e-06,CR,1
8.85756641645456e-06,TTM,1
8.849756550441289e-06,WRE,1
8.828568165190447e-06,PRAA,1
8.741400794405929e-06,FBP,1
7.787101364712554e-06,PSMT,1
7.756070239728779e-06,ALNY,1
7.74330656925872e-06,FCFS,1
7.736887423624641e-06,SIVB,1
7.725737046489922e-06,ALGT,1
7.722094870347663e-06,DVN,1
7.714082315619845e-06,AMOT,1
7.694550749379934e-06,WLL,1
7.692183307426787e-06,MTH,1
7.653897218570347e-06,GOOG,1
7.64353281026693e-06,LEA,1
7.628142037973098e-06,VIAC,1
7.610120121623789e-06,BHLB,1
7.6087491090111315e-06,KIM,1
7.606049064284269e-06,GSBC,1
7.595903229539605e-06,FOLD,1
7.59586883744532e-06,APEI,1
7.5710242336661086e-06,AN,1
7.5245875692712784e-06,CEVA,1
6.499784683636563e-06,WMB,1
6.451422743972648e-06,CNI,1
6.4425248270625476e-06,IBCP,1
6.440667292099299e-06,ERIC,1
6.43597776361584e-06,CENTA,1
6.433609995725069e-06,HMN,1
6.433473869880107e-06,AM,1
6.431206247508113e-06,CCI,1
6.410741742868906e-06,PEP,1
6.408406408406407e-06,MMC,1
6.408013781415361e-06,AEL,1
6.378158407274333e-06,RY,1
6.369207340783259e-06,THS,1
6.359019659911164e-06,FRO,1
6.3537350807834835e-06,HBAN,1
6.3521257778929425e-06,SLM,1
6.346230689011999e-06,SFL,1
6.336383949031724e-06,ADES,1
6.3354450052432704e-06,GBX,1
6.3283762705728e-06,GVA,1
6.289552721288399e-06,AINV,1
5.211631929420004e-06,UAA,1
5.193575441533151e-06,GS,1
5.187611715501982e-06,KEYS,1
5.183656548163638e-06,BLK,1
5.178212165720755e-06,ED,1
5.164023745795739e-06,FE,1
5.149947400458119e-06,DVA,1
5.143931083791571e-06,HBI,1
5.138755517424655e-06,AU,1
5.128776455773209e-06,MBWM,1
5.127020390913922e-06,HD,1
5.1232815389871215e-06,EQIX,1
5.119977753064329e-06,DCTH,1
5.1106091659712486e-06,OIS,1
5.1056661239956865e-06,CMTL,1
5.102628226867356e-06,FRC,1
5.101941288660336e-06,GGG,1
5.0980128358947245e-06,SHG,1
5.080353148750514e-06,BRKL,1
5.079989678751129e-06,CASY,1
5.074447317998522e-06,GOOD,1
5.069789147681474e-06,MSEX,1
5.0644962705264155e-06,FC,1
5.053881191333835e-06,NUS,1
3.938518986375341e-06,FR,1
3.9180701394832975e-06,MSI,1
3.914208994375906e-06,CUK,1
3.904138078708737e-06,J,1
3.895338352174686e-06,ABM,1
3.877734167531356e-06,TZOO,1
3.866953739282593e-06,EBAY,1
3.8652276376077996e-06,TPX,1
3.860035126319649e-06,SKX,1
3.8594118947791695e-06,IT,1
3.8574096819401705e-06,COTY,1
3.855553247052389e-06,ABBV,1
3.855350751227147e-06,MIN,1
3.854691687966441e-06,DSX,1
3.844457593890783e-06,CNC,1
3.843318992383423e-06,NTAP,1
3.837914894844472e-06,ALE,1
3.834530125137524e-06,MPAA,1
3.833605764419386e-06,PSA,1
3.832422795897201e-06,NTES,1
3.831590520300453e-06,MTZ,1
3.8238538048622224e-06,SKT,1
3.816462564767862e-06,CUTR,1
2.6341569039008574e-06,PVG,1
2.6184047629157285e-06,X,1
2.616254362355608e-06,SCI,1
2.6147486751824337e-06,THO,1
2.6039488692191692e-06,JAZZ,1
2.603423668241417e-06,BKI,1
2.599819106996141e-06,TMO,1
2.598359183031573e-06,GOLD,1
2.596660181262007e-06,SAN,1
2.596295058286108e-06,XLNX,1
2.5931463141222106e-06,HSIC,1
2.591789462904003e-06,MANH,1
2.587906487330643e-06,TOL,1
2.582806507661927e-06,XOMA,1
2.5805624596994093e-06,CAE,1
2.5798310732695337e-06,CMO,1
2.5771081670637764e-06,MGEE,1
2.5750753636822255e-06,EOI,1
2.573623868078951e-06,LYV,1
2.572950577493082e-06,ROL,1
2.5724028005743207e-06,ETN,1
2.5715163276582343e-06,DXCM,1
2.565500661372026e-06,T,1
2.5652363382128216e-06,GILD,1
2.5646231209611486e-06,UVV,1
2.560084332189766e-06,BSX,1
2.5430249068267537e-06,GLW,1
2.5407809156545665e-06,BCH,1
1.3363624214887077e-06,AJG,1
1.320829480914014e-06,AMAT,1
1.320829480914014e-06,LLY,1
1.3135243496511042e-06,UCBI,1
1.312324908571233e-06,AAON,1
1.3088903728915796e-06,MPW,1
1.3070186903672724e-06,WU,1
1.3070056984416608e-06,GLUU,1
1.3069403007337141e-06,MCO,1
1.3036098038404386e-06,RMT,1
1.3025341020193198e-06,BTO,1
1.3001608696276625e-06,DEI,1
1.2997030206634262e-06,RL,1
1.29936924613514e-06,PHD,1
1.298863379299494e-06,SRI,1
1.2968148063316443e-06,AEP,1
1.2933701464135614e-06,SCHN,1
1.291578693434724e-06,NBN,1
1.2913238123455331e-06,MYL,1
1.2899644246775724e-06,SLP,1
1.2898193752038817e-06,CSQ,1
1.2887469411242082e-06,CHA,1
1.288338550663252e-06,ABG,1
1.2874454724531988e-06,BIF,1
1.2840055361332259e-06,AEF,1
1.2775044885567728e-06,TYG,1
1.2730284805370552e-06,AME,1
6.383895229853624e-08,DGX,1
5.277068763278421e-08,HUM,1
3.289397941494822e-08,FAF,1
2.6262032119448147e-08,WEC,1
1.7155767786458468e-08,HPE,1
1.4662356050355786e-08,CCOI,1
1.2296598043679865e-08,AUDC,1
1.1729657543850677e-08,MAA,1
1.0840835103798638e-08,ASH,1
1.0320780168414541e-08,KR,1
1.0222363549336086e-08,CNK,1
6.288865186854958e-09,RRGB,1
6.136050259511081e-09,SMTC,1
6.0112437050256086e-09,ARNA,1
5.9050890665452145e-09,ADBE,1
5.712571646034872e-09,PCH,1
5.603418771869687e-09,WPC,1
5.453539188604887e-09,ADM,1
5.370591052255951e-09,FOXA,1
5.363529102491565e-09,RGEN,1
5.338221077431991e-09,TS,1
5.296567995194835e-09,PPBI,1
5.08011071838544e-09,AGO,1
4.981779763238447e-09,BMRN,1
4.868137794726633e-09,VIVO,1
4.866854252610995e-09,LANC,1
4.833659533422165e-09,AVB,1
4.713521749673191e-09,NCR,1
4.694893642401147e-09,SNA,1
4.558801392924019e-09,VZ,1
4.2338722588169586e-09,LOW,1
0.06346025019646773,MMT,2
0.06152064851001773,JHX,2
0.051690636099239455,INFY,2
0.03138782361166281,SHG,2
0.027082863531531564,ABG,2
0.026092236280351167,XOMA,2
0.02598954248366013,TX,2
0.024263505036313675,ATRC,2
0.01971920103872444,MET,2
0.019187841348279465,CMO,2
0.018043755639366204,AMOT,2
0.017284830175905017,CMCSA,2
0.016272540804748187,GOOGL,2
0.01567307692307692,AEP,2
0.015285714285714284,AMAG,2
0.013752671700474051,JPM,2
0.013316339869281046,AVK,2
0.012161764705882355,DISCK,2
0.012108699019101703,ABC,2
0.011608065240696946,TZOO,2
0.011409421038099327,TYG,2
0.011111284889592407,USNA,2
0.011041666666666667,PKX,2
0.010868371983457718,SFL,2
0.010376623376623378,WWW,2
0.00968808784638381,AHT,2
0.009300295857988165,NVO,2
0.009285714285714286,TIF,2
0.008823529411764706,NIO,2
0.00875,EMD,2
0.00875,MLI,2
0.008361016505108725,CZNC,2
0.008091768660081274,NFG,2
0.008,VTA,2
0.00789695042188207,RIG,2
0.007612345976225219,CAE,2
0.0075,GPC,2
0.006002537108312686,PODD,2
0.006,UBA,2
0.005636363636363637,MKC,2
0.005047619047619047,PNW,2
0.005,BXP,2
0.005,SGEN,2
0.004071428571428571,MSTR,2
0.004006202535704098,MPAA,2
0.003956043956043956,NWN,2
0.0036666666666666666,CLB,2
0.003337191414094472,DCI,2
0.0033333333333333335,COKE,2
0.0033333333333333335,LNT,2
0.003333333333333333,HE,2
0.0029651612903225807,UFCS,2
0.0023722109801579748,FBP,2
0.0022857142857142863,VIV,2
0.002226123769048435,DAL,2
0.0022117660726992837,IGD,2
0.0020883716223966424,EXPO,2
0.0020668263757009785,LFC,2
0.0020000051884630507,AWI,2
0.0019999999999999996,ASR,2
0.0019999943396797303,LLY,2
0.0017499999999999998,FORM,2
0.0016666666666666666,SNV,2
0.0016217017330975223,MAG,2
0.0015584415584415589,RUTH,2
0.0015311004784688998,FFIV,2
0.0015062508065556846,ABT,2
0.0015000000000000002,DBD,2
0.0013724588187394545,WLL,2
0.001333333333333333,XRX,2
0.0012352941176470586,SHO,2
0.0012271453909584217,ABCB,2
0.0010363636363636365,BOE,2
0.0009878402966169214,ESI,2
0.000986317433853767,FISV,2
0.0009803921568627449,CRH,2
0.0009615384615384615,KMT,2
0.0009220779220779224,WASH,2
0.0008668730650154796,UPS,2
0.0008359250980616388,CIR,2
0.0008333333333333332,EIG,2
0.0008333333333333332,KALU,2
0.0008294930875576037,NBTB,2
0.0008181818181818182,BIIB,2
0.0007803910884502483,EXEL,2
0.0006666666666666666,NOK,2
0.0006666666666666666,UCTT,2
0.0006527408500488206,PDCO,2
0.0006349206349206349,ARCC,2
0.0005833333333333334,CRMT,2
0.0005821415166248151,ABM,2
0.0005659751994214692,CATY,2
0.0005555555555555556,GERN,2
0.0005147058823529413,EME,2
0.0004999999999999999,BDC,2
0.0004999999999999999,CDNS,2
0.0004940505772409351,BXS,2
0.00046439628482972134,OGE,2
0.00040476190476190473,CTIC,2
0.0003561253561253561,NLSN,2
0.0003409090909090909,KFRC,2
0.00033846153846153857,CLR,2
0.00033333333333333354,WDC,2
0.00032425751934388734,CMCO,2
0.00028846153846153854,PUK,2
0.00028409090909090913,CASY,2
0.0002777777777777779,MCRI,2
0.0002777777777777779,PLUG,2
0.0002727272727272728,SCHL,2
0.00024606491619550894,MDU,2
0.00015873015873015873,ESS,2
0.0001422432314893661,SIRI,2
0.00013772501014877941,FSLR,2
0.00012820512820512802,CFR,2
0.00012219602771905923,PNC,2
0.00011035963784607715,MAT,2
9.868421052631581e-05,ALC,2
8.88643566166758e-05,USA,2
8.626928166695191e-05,SCS,2
8.494511441028852e-05,CPRI,2
7.994603338323789e-05,PEAK,2
7.987119454229686e-05,HOLX,2
7.386974703225373e-05,RIGL,2
6.485749967856024e-05,CNMD,2
6.0872159786407124e-05,FANG,2
6.080233585024015e-05,JBL,2
6.040125281435116e-05,STM,2
5.97488167291043e-05,TPC,2
5.725212750900739e-05,TRV,2
5.6126922151734324e-05,AG,2
5.578851996269909e-05,LUV,2
5.458440661787187e-05,NLS,2
5.4366108041664036e-05,DSGX,2
5.390973578647084e-05,DUK,2
5.231366013306477e-05,MED,2
5.1490872367853916e-05,WM,2
4.8432970839743795e-05,BEN,2
4.724203282378908e-05,ICE,2
4.303154171179725e-05,LKQ,2
4.222134112546399e-05,GD,2
4.217746925794866e-05,INTC,2
4.214843844410615e-05,NTRS,2
4.0475641102301056e-05,ABMD,2
3.832790503977117e-05,UHT,2
3.81992886342478e-05,MRO,2
3.8043825523368795e-05,COWN,2
3.730853214371945e-05,BFS,2
3.714794520932284e-05,CXO,2
3.698159032941019e-05,LLNW,2
3.693168177540356e-05,PKO,2
3.6876631145088236e-05,ING,2
3.6755493452730116e-05,FUN,2
3.5549995654794595e-05,BCO,2
3.456231321182656e-05,ADI,2
3.45301997740897e-05,IQV,2
3.443757334403083e-05,GT,2
3.3370651722391956e-05,MFC,2
3.291645486082769e-05,MNST,2
3.286478052182866e-05,MAS,2
3.169545220931396e-05,TXN,2
3.153396352486366e-05,ALSK,2
3.041478329297654e-05,MKL,2
3.0411987196990357e-05,CENX,2
2.929689701741582e-05,PVH,2
2.9173680097230956e-05,RS,2
2.9106427145989205e-05,ARNC,2
2.7869610510952584e-05,ENB,2
2.6985054799613794e-05,BGS,2
2.697934945545925e-05,NAD,2
2.6828521847622807e-05,VHI,2
2.671800731558704e-05,MUR,2
2.5600088229951894e-05,JWN,2
2.549163272864068e-05,NURO,2
2.5462863004146757e-05,CI,2
2.538975334532305e-05,NNI,2
2.5325003612703228e-05,PSX,2
2.4370046094064182e-05,MAR,2
2.413204683539105e-05,SF,2
2.4093354570015124e-05,PMBC,2
2.4076816954134622e-05,VLO,2
2.404686183846265e-05,L,2
2.3237281825123895e-05,VRTU,2
2.301629456679937e-05,HPS,2
2.300592240832046e-05,LAWS,2
2.2985910655516328e-05,DPZ,2
2.2952895453301924e-05,VC,2
2.2911735533827047e-05,MAN,2
2.282051972107897e-05,DIS,2
2.1832434508440682e-05,HOV,2
2.162350875851032e-05,BBY,2
2.051087743094494e-05,ETJ,2
2.0509153705831825e-05,PKE,2
2.0284142406619443e-05,DOW,2
2.0206976210898196e-05,PKI,2
1.9146403968022522e-05,BRO,2
1.9070887007298437e-05,TTEC,2
1.9001584601090565e-05,JBSS,2
1.893483615352325e-05,QCOM,2
1.8867321605286653e-05,TTC,2
1.785149227229616e-05,GSK,2
1.7848773268497634e-05,FNB,2
1.7810543551923405e-05,FRO,2
1.7733091938191985e-05,HSKA,2
1.7712161463080152e-05,SPNS,2
1.7700918374271914e-05,APA,2
1.769328439403429e-05,CNET,2
1.7676516390465878e-05,UNM,2
1.7673387612834433e-05,XOM,2
1.6796779870083926e-05,NVAX,2
1.675616587324707e-05,OFC,2
1.6727315406112965e-05,DVN,2
1.66910899513444e-05,DOV,2
1.665173176956481e-05,JBLU,2
1.6649733273190336e-05,CII,2
1.6569735393494e-05,PXD,2
1.653264881625918e-05,AMCR,2
1.6436513507529948e-05,CTSH,2
1.638142784144982e-05,CORT,2
1.553139474722547e-05,LL,2
1.54742525309846e-05,MEI,2
1.5324911795279007e-05,BSD,2
1.5287417437588366e-05,M,2
1.5181957315679e-05,SWK,2
1.5152775232790934e-05,DHT,2
1.5116125362043446e-05,CM,2
1.4172400519740262e-05,RDNT,2
1.41564775688105e-05,ISBC,2
1.4152509134848115e-05,IMGN,2
1.4028355853931214e-05,ICUI,2
1.3962391154298697e-05,SNCR,2
1.3931311709298477e-05,BUD,2
1.391483454924132e-05,TXRH,2
1.385480572597137e-05,PRGO,2
1.3810275817700617e-05,MGLN,2
1.2895060041812165e-05,IGA,2
1.2887781969337922e-05,UTF,2
1.2829258089728819e-05,VKQ,2
1.2720842239360691e-05,KIM,2
1.2704519520393477e-05,CBB,2
1.2644850043607541e-05,SU,2
1.2580896155534611e-05,UHS,2
1.25609564259871e-05,SMSI,2
1.254825063571035e-05,NSC,2
1.165853588847958e-05,ALNY,2
1.163466528798078e-05,CCI,2
1.1550123796893084e-05,GOOG,2
1.1519165303889152e-05,GIL,2
1.151383454353473e-05,LDOS,2
1.1495321254651618e-05,CMC,2
1.1453364541052303e-05,RUSHA,2
1.1448372986286458e-05,UNFI,2
1.1429415651879313e-05,MFA,2
1.1418266387178858e-05,TMUS,2
1.140478009144164e-05,SXI,2
1.1395285418594573e-05,EMN,2
1.1381872229541982e-05,THC,2
1.1376212800898065e-05,AON,2
1.1294117461968147e-05,RQI,2
1.0369818579715695e-05,UAA,2
1.0299357441214206e-05,IMMU,2
1.0292900850302402e-05,HIW,2
1.0263222835880182e-05,FCNCA,2
1.024881903408987e-05,MBWM,2
1.0239727392633327e-05,LEA,2
1.0234681483785412e-05,NLOK,2
1.0215631803110066e-05,SBLK,2
1.0201448548026907e-05,GBX,2
1.0177141306496004e-05,FOLD,2
1.0172827109786792e-05,TG,2
1.0171130281443185e-05,SXT,2
1.014813989457236e-05,RCI,2
1.0141864473429625e-05,MDT,2
1.0122843381430253e-05,WMS,2
1.0116137002692642e-05,YRCW,2
1.011408460746768e-05,HEI,2
1.0101540920032197e-05,FMC,2
1.0095822772695495e-05,TEF,2
1.006853910769546e-05,KNX,2
9.044856869212214e-06,RHI,2
8.987612479410858e-06,CMTL,2
8.985763015322923e-06,LBTYA,2
8.966520519809569e-06,VOXX,2
8.965522733145308e-06,PZN,2
8.941135017357974e-06,TEL,2
8.938984590077796e-06,CYH,2
8.935619145724228e-06,SBGI,2
8.894224316999874e-06,BLKB,2
8.88967218776863e-06,DX,2
8.885008491236155e-06,CL,2
